prdtNum,name,desc,price,tamnao_category,shop_category,import_status,customs_note,line_note,thumbnail,url
"SV00001853","제주산 백향과(패션후르츠)로 만든 제주백향과 수제청","","17500","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001853_9.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001853"
"SV00001854","요거트와 어울리는 블루베리 수제청","","14000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00001854_9.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001854"
"SV00001855","★베스트★ 패션후르츠·망고 수제청","","17000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00001855_4.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001855"
"SV00001856","달달하고 쫄깃한 애플망고 수제청","","16000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00001856_4.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001856"
"SV00004172","제주 차 선물 세트 3호 1740g","제주 차 선물 세트 3호 1740g 오미자 한라봉 풋귤 여행선물 답례품 기념품","45000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004172_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004172"
"SV00004171","제주 차 선물 세트 1호 750g","제주 차 선물 세트 1호 750g 한라봉 풋귤 오미자 여행선물 답례품 기념품","20000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004171_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004171"
"SV00004170","제주앤팜 제주가 키운 오미자차 골드 600g 여행선물","제주앤팜 제주가 키운 오미자차 골드 600g 여행선물 답례품 기념품","16000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004170_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004170"
"SV00004169","제주앤팜 제주가 키운 풋귤차 570g 여행선물 답례품","제주앤팜 제주가 키운 풋귤차 570g 여행선물 답례품 기념품","13000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004169_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004169"
"SV00001857","알알이 톡톡 제주한라봉 수제청","","16000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00001857_2.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001857"
"SV00001850","상큼한 레몬 수제청","","14000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00001850_5.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001850"
"SV00001851","우유와 잘 어울리는 딸기청","","15000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00001851_7.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001851"
"SV00001848","새콤달콤한 딸기레몬 수제청","","16000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00001848_6.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001848"
"SV00001831","제주보름달 시그니처 핑크루나 수제청","","18000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00001831_10.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00001831"
"SV00004448","[균일가] 풋귤청+선택청 2병 수제청 선물세트","","30000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004448_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004448"
"SV00002744","청정제주녹차 녹차티백","제주의 따스한 햇살을 받고 자란 제주 녹차","18000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002744_4.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002744"
"SV00003333","청정제주녹차 유기농말차","제주의 따스한 햇살을 받고 자란 제주 녹차","35000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003333_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003333"
"SV00002753","청정제주녹차 녹차잎차","제주의 따스한 햇살을 받고 자란 제주 녹차","18000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002753_3.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002753"
"SV00002913","청정제주에서 내린 갬성드 더치커피 프리미엄 선물세트","청정제주에서 12시간 추출하여 깊은 풍미와 커피향을 담았습니다.","13000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002913_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002913"
"SV00002632","청정 제주 더치커피 갬성드 더치커피 오리지널","직접 로스팅한 원두와 청정 제주 물로 한방울씩 추출한 프리미엄 커피","12900","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002632_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002632"
"SV00002630","제주를 품은 갬성드 더치커피 선물세트 + 쇼핑백 증정","청정제주에서 12시간 추출하여 깊은 풍미와 커피향을 담았습니다.","19800","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002630_4.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002630"
"SV00002634","청정 제주 더치커피 갬성드 더치커피 누룽지","직접 로스팅한 원두와 청정 제주 물로 한방울씩 추출한 프리미엄 커피","7500","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002634_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002634"
"SV00002633","청정 제주 더치커피 갬성드 더치커피 바닐라","직접 로스팅한 원두와 청정 제주 물로 한방울씩 추출한 프리미엄 커피","12900","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002633_2.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002633"
"SV00002914","제주에서 꼭 사가야하는 갬성드 더치커피 스페셜 선물세트","청정제주에서 12시간 추출하여 깊은 풍미와 커피향을 담았습니다.","12000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002914_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002914"
"SV00002665","맛있는철학자 감귤즙 (무농약감귤 100%)","무농약 감귤 100%, 껍질까지 통째로 착즙, 설탕무첨가, 감귤 당도 11Brix이상 프리미엄 감귤즙","15000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002665_6.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002665"
"SV00002752","신들의 디저트 착즙 풋귤차 250g×2팩","껍질째 착즙한 무농약 풋귤이 통째로 들어있는 청귤청 원액, 진한맛과 풍부한 향이 가득","12000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002752_9.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002752"
"SV00003371","제주바질티(티백)","카페인없는 국내산 바질블렌딩티","9000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00003371_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003371"
"SV00002659","제주 바질티 음료","허브와 귤피, 비트를 블렌딩한 건강음료","2000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002659_1.JPG","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002659"
"SV00002705","순수무수 제주산 볶은 무말랭이차 티백 건강차 전통차 무","","12000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002705_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002705"
"SV00002704","순수무수 제주산 볶은 무말랭이차 무차 소화잘되는차 건강","","12000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002704_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002704"
"SV00002796","차담제 쑥차 호박팥차 청보리순차 (티백 원물)","쑥차-원물 20g, 7티백 / 호박팥차-16티백, 7티백 / 청보리순차-원물 27g, 7티백","26000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002796_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002796"
"SV00002795","차담제 청귤/감귤/레몬 후르츠톡톡(티백 7개입)","티백, 4g/ea, 7개입, 비트/로즈마리/생강/(청귤, 감귤, 레몬)","15000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002795_9.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002795"
"SV00002981","제주의 아침은 뀰모닝!","","10000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002981_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002981"
"SV00004780","감귤동동","","12000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004780_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004780"
"SV00004781","풋귤동동","","18000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004781_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004781"
"SV00004487","감귤동동","NFC 가공 감귤 100%","12000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004487_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004487"
"SV00004121","탐라는 청귤청","탐라는 청귤청은 제주에서 직접 수학한 청귤을 100% 착즙해 만든 프리미엄 과일청입니다.","18900","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004121_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004121"
"SV00004847","하루제주 뎅유지 쌍화차 진액","","27900","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004847_1.webp","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004847"
"SV00004851","하루제주 무배도라지즙","","27900","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004851_1.webp","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004851"
"SV00004852","하루제주 양배추즙","","29700","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004852_1.webp","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004852"
"SV00004168","제주앤팜 제주가 키운 한라봉차 570g 여행선물 답례품","제주앤팜 제주가 키운 한라봉차 570g 여행선물 답례품 기념품","13000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004168_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004168"
"SV00004167","제주앤팜 제주가 키운 유자차 570g 여행선물 답례품","제주앤팜 제주가 키운 유자차 570g 여행선물 답례품 기념품","9000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004167_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004167"
"SV00004163","제주앤팜 스틱3종세트 (유자,풋귤,한라봉)","제주앤팜 스틱3종세트 (유자,풋귤,한라봉) 375g x 3종 여행선물 답례품 기념품","25000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004163_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004163"
"SV00004162","제주앤팜 스틱 5종 세트","제주앤팜 스틱 5종 세트 (한라봉 유자 풋귤 오미자 레몬) 500g 여행선물 답례품 기념품","15000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004162_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004162"
"SV00004161","제주앤팜 하루한포 2종세트 (도라지,더덕)","제주앤팜 하루한포 2종세트 (도라지,더덕) 200g x 2개 여행선물 답례품 기념품","30000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004161_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004161"
"SV00004160","제주앤팜 하루한포 도라지세트 600g (20gx30개)","제주앤팜 하루한포 도라지세트 600g (20gx30개) 여행선물 답례품 기념품","45000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004160_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004160"
"SV00004159","제주가 키운 레몬차 스틱,750g(25g x 30개입)","제주가 키운 레몬차 스틱,750g(25g x 30개입) 여행선물 답례품 기념품","19000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004159_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004159"
"SV00004158","제주가 키운 레몬차 스틱,375g(25g x 15개입)","제주가 키운 레몬차 스틱,375g(25g x 15개입) 여행선물 답례품 기념품","11000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004158_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004158"
"SV00004157","제주가 키운 풋귤차 스틱,750g(25g x 30개입)","제주가 키운 풋귤차 스틱,750g(25g x 30개입) 여행선물 답례품 기념품","13000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004157_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004157"
"SV00004155","제주가 키운 풋귤차 스틱,375g(25g x 15개입)","제주가 키운 풋귤차 스틱,375g(25g x 15개입) 여행선물 답례품 기념품","8000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004155_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004155"
"SV00004154","제주가 키운 유자차 스틱,750g(25g x 30개입)","제주가 키운 유자차 스틱,750g(25g x 30개입) 여행선물 답례품 기념품","13000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004154_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004154"
"SV00004153","제주가 키운 유자차 스틱,375g(25g x 15개입)","제주가 키운 유자차 스틱,375g(25g x 15개입) 여행선물 답례품 기념품","7000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004153_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004153"
"SV00004152","제주가 키운 한라봉차 스틱(25g x 30개입)","제주가 키운 한라봉차 스틱,750g(25g x 30개입) 여행선물 답례품 기념품","15000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004152_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004152"
"SV00004186","제주가 키운 한라봉차 스틱 (25g x 10개입)","제주가 키운 한라봉차 스틱 250g(25g x 10개입) 액상차 여행선물 답례품 기념품","6000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004186_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004186"
"SV00004187","제주가 키운 유자차 스틱 250g(25g x 10개입)","제주가 키운 유자차 스틱 250g(25g x 10개입) 액상차 여행선물 답례품 기념품","6000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004187_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004187"
"SV00004189","제주가 키운 오미자차스틱 250g(25g x 10개입)","제주가 키운 오미자차 스틱 250g(25g x 10개입) 액상차 여행선물 답례품 기념품","6000","커피/차/음료","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004189_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004189"
"SV00003048","제주가 키운 과일청 선물세트","과일청","8000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00003048_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003048"
"SV00003047","제주 한라봉 천혜향 미니 뱅쇼 180ml x 2병 선물","미니뱅쇼 무알콜 선물세트","14000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00003047_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003047"
"SV00003046","제주 한라봉 뱅쇼 300ml 무알콜","한라봉 뱅쇼","12000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00003046_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003046"
"SV00003045","제주 천혜향 뱅쇼 300ml 무알콜","천혜향 뱅쇼","12000","커피/차/음료","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00003045_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00003045"
"SV00004578","프로폴리스 50ml","프로폴리스 50ml","45000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004578_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004578"
"SV00004524","십전대보진액 100ml/60포 에너지충전, 활력부스터","국내산 인삼, 백출, 백복령, 숙지황, 황기, 당귀 등 전통방식으로 추출한 건강즙","120000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004524_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004524"
"SV00004523","영지온기진액 100ml/60포 속은 더부룩, 몸은 후끈","국내산 영지버섯, 오미자, 구기자, 산수유 등 10종 재료 전통방식으로 추출한 건강즙","110000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004523_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004523"
"SV00004522","뽕두여주돼지감자즙 100ml/60포 두충 뽕잎 뽕가지","국내산 여주, 돼지감자, 뽕잎/가지, 두충를 전통방식으로 추출한 건강즙","65000","건강식품","food","restricted","생과일·채소 — 다수 국가에서 검역·반입이 제한돼요.","당일 선내 취식용만 허용됩니다.","https://www.tamnao.com/data/sv/thumb/SV00004522_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004522"
"SV00002691","제주 푸른들 새싹보리 분말 400g","제주의 들판에서 정성을 다해 키운 농산물로 만든 제품입니다.","29000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002691_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002691"
"SV00000614","제국 서귀포 손바닥 백년초 분말","세계 유일무이! 유사품에 주의하세요.","160000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00000614_1.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00000614"
"SV00002664","상큼한 풋귤콜라겐 젤리스틱 20g x 15포","무농약 풋귤과 초저분자 피쉬콜라겐의 만남 건강한 이너뷰티","20000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00002664_6.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00002664"
"SV00004521","뽕두조릿대즙 100ml 60포 제주조릿대 두충 뽕잎가지","제주조릿대와 국내산 뽕잎, 뽕가지, 두충 전통방식으로 추출한 건강즙","60000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004521_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004521"
"SV00004520","한라산조릿대즙 100ml/60포 제주산 100% 엑기스","제주도 한라산 야생 조릿대 100% 추출액","60000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004520_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004520"
"SV00004519","관절 팔팔우슬진액 100ml 60포 무설탕 농축 즙","국내산 우슬뿌리, 홍화씨, 해동피, 독활과 국내산 10종 재료로 저온에서 추출한 농축액","150000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004519_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004519"
"SV00004518","혈관 팔팔개똥쑥진액 100ml 60포 무설탕 농축 즙","국내산 개똥쑥, 인진쑥, 구절초와 국내산 10종 재료로 저온에서 추출한 농축액","110000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004518_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004518"
"SV00004517","혈관 팔팔아가위진액 100ml 60포 무설탕 농축 즙","산사열매와 국내산 10종 재료로 저온에서 추출한 농축액","120000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004517_1.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004517"
"SV00004516","혈관 팔팔조릿대진액 110ml 60포 무설탕 농축 즙","제주조릿대와 국내산 10종 재료로 저온에서 추출한 농축액","130000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00004516_7.png","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00004516"
"SV00000199","제주민속식품 꿩엿 250g","22년 전통의 꿩엿","25000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00000199_7.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00000199"
"SV00000200","제주민속식품 꿩엿 650g","22년 전통의 꿩엿","65000","건강식품","food","allowed","포장·가공 식품 — 반입 제한이 없어요.","선사 반입 제한이 없습니다.","https://www.tamnao.com/data/sv/thumb/SV00000200_8.jpg","https://www.tamnao.com/web/sv/detailPrdt.do?prdtNum=SV00000200"
